name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,16/01/2016,27.3,16.1,21.7,26.9,16.1,21.6,14,66.4,0,0,0,,0,0,26.3,17.4,68.6,1015.7,44,5.4,219.7,19.1,9,,2016-01-16T06:45:50,2016-01-16T18:12:31,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/01/2016,27.9,16.1,21.5,27.6,16.1,21.5,14.7,67.7,0,0,0,,0,0,46.4,14,165.1,1015.1,36.9,5.6,206.1,17.9,8,,2016-01-17T06:45:58,2016-01-17T18:13:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/01/2016,26.8,16.1,21.9,27,16.1,21.9,15.5,69.4,0,0,0,,0,0,24.5,14,107.7,1014.7,40.5,5.7,213.4,18.3,8,,2016-01-18T06:46:06,2016-01-18T18:13:36,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/01/2016,24.9,18.1,21.8,24.9,18.1,21.8,17.5,77.6,0.4,100,4.17,rain,0,0,25.9,11.2,125.2,1014.7,76,5.2,128.7,11,6,,2016-01-19T06:46:13,2016-01-19T18:14:08,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/01/2016,26,19.2,21.9,26,19.2,21.9,20.1,89.8,4.608,100,12.5,rain,0,0,22.3,17.4,108.5,1016.3,80.8,4.2,83.6,7.1,4,,2016-01-20T06:46:18,2016-01-20T18:14:39,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/01/2016,27.4,19.4,23.3,28.5,19.4,23.4,19.4,80.3,1,100,29.17,rain,0,0,22.3,9.5,90,1016.9,65.8,4.7,160.8,13.8,6,,2016-01-21T06:46:23,2016-01-21T18:15:11,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/01/2016,24.2,18.7,21.5,24.2,18.7,21.5,17.1,77.7,0.3,100,8.33,rain,0,0,28.1,14.7,90.7,1017.8,59.6,4.7,159.5,13.9,6,,2016-01-22T06:46:26,2016-01-22T18:15:41,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/01/2016,26.1,18.2,22.1,26.1,18.2,22.1,17.7,77.9,0.2,100,8.33,rain,0,0,33.8,14.2,91.2,1018.6,49.1,5.2,139,12.1,5,,2016-01-23T06:46:29,2016-01-23T18:16:12,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/01/2016,27.2,18.1,22.7,27.7,18.1,22.8,18.1,77.4,0.1,100,4.17,rain,0,0,28.4,18.1,95.1,1019.1,50.3,7,158.1,13.7,7,,2016-01-24T06:46:30,2016-01-24T18:16:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/01/2016,31.5,19.1,23.9,32.7,19.1,23.9,18.6,74.3,0,0,0,,0,0,25.9,11,104.8,1017.8,50,5.5,213.2,18.5,9,,2016-01-25T06:46:30,2016-01-25T18:17:11,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/01/2016,27.9,19.5,23.6,28.4,19.5,23.7,17.8,72,0,0,0,,0,0,27,17.9,108.8,1017,54.8,5.2,206.8,17.8,8,,2016-01-26T06:46:29,2016-01-26T18:17:40,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/01/2016,28.6,19.1,23.7,29.1,19.1,23.9,18.5,75,0,0,0,,0,0,23.8,9.3,110.9,1016.9,47.8,4.9,222.9,19.1,8,,2016-01-27T06:46:27,2016-01-27T18:18:08,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/01/2016,30.3,17.1,24.1,29.5,17.1,23.9,15.9,65,0,0,0,,0,0,28.1,11,94.4,1017.6,11.9,6.5,261.1,22.6,9,,2016-01-28T06:46:23,2016-01-28T18:18:36,0.64,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/01/2016,30.1,18,23.9,29.9,18,23.8,15.7,63.8,0,0,0,,0,0,29.2,14.7,90.1,1018.4,13.8,6.2,250.6,21.7,9,,2016-01-29T06:46:19,2016-01-29T18:19:03,0.67,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/01/2016,29.2,17.9,23.5,28.3,17.9,23.3,14.1,60.5,0,0,0,,0,0,39.2,18.4,88.4,1018.7,4.7,6.2,268.5,23.1,9,,2016-01-30T06:46:14,2016-01-30T18:19:30,0.7,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,31/01/2016,31.1,17,23.1,29.2,17,22.7,11.2,54.1,0,0,0,,0,0,38.2,22.2,86.6,1018.2,25.4,6.9,272.8,23.7,9,,2016-01-31T06:46:07,2016-01-31T18:19:57,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/02/2016,31.2,16.5,23.1,29.3,16.5,22.6,9.7,49.3,0,0,0,,0,0,32.8,25.5,85.2,1018.1,33.6,7.6,275.6,23.9,9,,2016-02-01T06:46:00,2016-02-01T18:20:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/02/2016,31.2,16,23.4,29.3,16,22.9,9.7,48.7,0,0,0,,0,0,33.5,18.2,90.2,1018.6,36.8,7.2,279.1,24,10,,2016-02-02T06:45:51,2016-02-02T18:20:47,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/02/2016,30.1,16.3,22.9,28.5,16.3,22.6,10.7,50.5,0,0,0,,0,0,30.6,17.4,97.6,1017.1,48.3,7.4,256.4,22,9,,2016-02-03T06:45:41,2016-02-03T18:21:12,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,04/02/2016,30.1,17,23.7,28.5,17,23.3,11.5,52.9,0,0,0,,0,0,34.2,18.2,85.5,1017.2,23.8,7.4,273,23.6,9,,2016-02-04T06:45:30,2016-02-04T18:21:36,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/02/2016,31,16,23.9,29.4,16,23.5,12.3,53.1,0,0,0,,0,0,29.2,11.2,104.3,1017.5,21.5,7.1,274.8,23.7,9,,2016-02-05T06:45:18,2016-02-05T18:21:59,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/02/2016,32.5,17.1,24.7,31.6,17.1,24.5,15.9,62.7,0,0,0,,0,0,25.9,14.8,105.4,1016,24.6,7.1,268.5,23.2,9,,2016-02-06T06:45:06,2016-02-06T18:22:22,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,42705699999,VOBL,43295099999"
bangalore,07/02/2016,32.5,18.9,25.6,32.7,18.9,25.9,19.1,71,0,0,0,,0,0,27,14.8,151.3,1017.5,41.3,6,255.4,22,9,,2016-02-07T06:44:52,2016-02-07T18:22:44,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,42705699999,VOBL,43295099999"
bangalore,08/02/2016,30.6,19.6,24.9,29.7,19.6,24.7,17,66.4,0,0,0,,0,0,27,17.6,95,1016.9,26.1,5.5,242.5,21,9,,2016-02-08T06:44:37,2016-02-08T18:23:06,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/02/2016,33.5,19.1,25.8,32.5,19.1,25.5,16.4,62.5,0,0,0,,0,0,28.1,13,99.7,1017.1,23.9,6,268.6,23.2,9,,2016-02-09T06:44:21,2016-02-09T18:23:27,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,42705699999,VOBL,remote,43295099999"
bangalore,10/02/2016,30.9,19.1,24.9,29.7,19.1,24.5,14.2,56.6,0,0,0,,0,0,27,10.8,116.7,1016.3,24.6,6.9,267.4,23,9,,2016-02-10T06:44:04,2016-02-10T18:23:47,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/02/2016,31.1,20,25.4,29.8,20,25.1,13.5,50,0,0,0,,0,0,29.9,14.2,147.7,1015.7,35.4,6.8,255,22,9,,2016-02-11T06:43:46,2016-02-11T18:24:07,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/02/2016,31.1,20.1,25.2,29.9,20.1,25,13.8,52,0,0,0,,0,0,25.6,14.1,137.1,1015.7,45.2,6.6,235,20.4,9,,2016-02-12T06:43:27,2016-02-12T18:24:26,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/02/2016,30.2,20.1,24.9,29.5,20.1,24.6,14.1,54.7,0,0,0,,0,0,25.9,17.4,125.6,1016.1,34.4,7.1,219.4,19,8,,2016-02-13T06:43:07,2016-02-13T18:24:45,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/02/2016,30.2,18,24.5,29.1,18,24.2,14.5,57.8,0,0,0,,0,0,40.7,22.3,96.3,1016.3,12.8,7.1,277.1,23.8,10,,2016-02-14T06:42:46,2016-02-14T18:25:03,0.2,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/02/2016,28.8,16.1,22.9,27.9,16.1,22.8,14.2,62.1,0,0,0,,0,0,37.4,18.1,112,1016.7,14.2,7.5,280.6,24.3,10,,2016-02-15T06:42:25,2016-02-15T18:25:20,0.25,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/02/2016,30.2,19.1,24.5,29.1,19.1,24.2,15.6,62.6,0,0,0,,0,0,29.9,18.2,104.5,1017.9,33,7.6,273.4,23.6,10,,2016-02-16T06:42:02,2016-02-16T18:25:37,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/02/2016,29.3,18,23.1,28.4,18,23,14.5,61.5,0,0,0,,0,0,38.9,22.4,94.4,1017.7,34.7,7.5,253.8,22,9,,2016-02-17T06:41:39,2016-02-17T18:25:53,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/02/2016,32,19.4,24.1,31.3,19.4,24,16.7,66.8,0,0,0,,0,0,45.4,25.9,99,1018.1,44.1,7.1,262.4,22.7,9,,2016-02-18T06:41:14,2016-02-18T18:26:09,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/02/2016,30.2,18.7,25.2,29.1,18.7,24.9,13.8,53.5,0,0,0,,0,0,36.7,18.7,107.9,1019.1,14.2,7.7,277.7,24,9,,2016-02-19T06:40:49,2016-02-19T18:26:24,0.38,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/02/2016,32.5,19.3,25.7,31.6,19.3,25.5,16.2,60.1,0,0,0,,0,0,24.1,14.6,97.6,1018.6,24,7.2,278.9,24.1,10,,2016-02-20T06:40:23,2016-02-20T18:26:39,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,21/02/2016,34.1,20,26.9,32.4,20,26.6,16,56.9,0,0,0,,0,0,20.9,11.1,92.5,1017.7,21.1,7.3,280.7,24.3,10,,2016-02-21T06:39:56,2016-02-21T18:26:53,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/02/2016,37.5,21,28.1,35.1,21,27.7,15.3,53.7,0,0,0,,0,0,25.6,13,111.3,1018,8.7,7.2,285,24.7,10,,2016-02-22T06:39:29,2016-02-22T18:27:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/02/2016,32.9,19,25.9,31.1,19,25.4,13.9,54.8,0,0,0,,0,0,24.5,14.5,111.2,1016.9,14.5,6.9,294.4,25.7,10,,2016-02-23T06:39:01,2016-02-23T18:27:19,0.52,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/02/2016,32.2,20,26,31.2,20,25.9,15.1,53.3,0,0,0,,0,0,25.6,11.4,173.8,1015.7,25.5,7.3,282.9,24.5,10,,2016-02-24T06:38:32,2016-02-24T18:27:31,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/02/2016,33,22,26.9,32.8,22,27.2,17.4,58.4,0,0,0,,0,0,25.2,14.7,106.9,1015.8,44.9,6.4,257.2,22.4,9,,2016-02-25T06:38:02,2016-02-25T18:27:43,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/02/2016,30.2,21,26,31.4,21,26.3,17.9,64.8,0,0,0,,0,0,40.7,18.2,129.8,1018,30.9,6.8,273.2,23.5,9,,2016-02-26T06:37:32,2016-02-26T18:27:55,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/02/2016,30.3,19.2,25.2,29,19.2,24.9,15.7,60.5,0,0,0,,0,0,30.2,20.7,118.3,1019,46.5,8.3,287,25,10,,2016-02-27T06:37:01,2016-02-27T18:28:06,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/02/2016,30.2,20.1,24.9,29.4,20.1,24.8,16.8,64.1,0,0,0,,0,0,31,18.4,100.9,1020,46.3,7.6,244.4,21.1,9,,2016-02-28T06:36:29,2016-02-28T18:28:16,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/02/2016,30.2,19.1,24.9,29.3,19.1,24.7,16.8,65.2,0,0,0,,0,0,26.3,18.3,99.5,1019.8,56.4,7.4,208.9,18.1,7,,2016-02-29T06:35:57,2016-02-29T18:28:26,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,01/03/2016,33.5,19.1,25,33.1,19.1,24.9,16.7,64.4,0,0,0,,0,0,32.8,18.3,103.2,1018.3,37.1,7.8,277.4,23.9,10,,2016-03-01T06:35:24,2016-03-01T18:28:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,02/03/2016,30.2,19.1,25,28.8,19.1,24.7,15.3,60.3,0,0,0,,0,0,30.2,14.8,96.5,1018.3,36.7,7.5,262.2,22.6,9,,2016-03-02T06:34:50,2016-03-02T18:28:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,03/03/2016,32.1,19.1,25.4,30.5,19.1,25,14.9,57.6,0,0,0,,0,0,38.5,22.2,88.9,1018.7,29.4,7.2,293.1,25.3,10,,2016-03-03T06:34:16,2016-03-03T18:28:53,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,04/03/2016,33.1,18.1,26,30.9,18.1,25.3,11.6,49.2,0,0,0,,0,0,28.8,14.9,88.1,1017.4,26.8,7.3,291.5,25.3,10,,2016-03-04T06:33:42,2016-03-04T18:29:02,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,05/03/2016,32.3,17.3,25.4,30.7,17.3,24.9,13.6,53.7,0,0,0,,0,0,27,11.3,99.6,1016.3,33.4,7.2,290.1,25,10,,2016-03-05T06:33:07,2016-03-05T18:29:09,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,06/03/2016,33.1,19.1,26.2,31.8,19.1,25.8,14.9,55.4,0,0,0,,0,0,27.7,18.3,122.3,1015.8,15.6,7.8,298.9,25.8,10,,2016-03-06T06:32:31,2016-03-06T18:29:17,0.91,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,07/03/2016,32.2,18.1,25.5,30.8,18.1,25.1,14.1,55.7,0,0,0,,0,0,27.4,14.7,102.2,1015.5,28,7.7,294.3,25.4,10,,2016-03-07T06:31:55,2016-03-07T18:29:24,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,08/03/2016,33.2,18.1,25.7,31.3,18.1,25.2,13.4,53.7,0,0,0,,0,0,25.6,14.3,103.4,1014.9,11.8,7.4,300.9,25.9,10,,2016-03-08T06:31:19,2016-03-08T18:29:31,0.97,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,09/03/2016,34.1,18.1,26.7,32.4,18.1,26.2,14.4,53.7,0,0,0,,0,0,27.7,11,113.9,1015.3,20.1,6.6,303,26.1,10,,2016-03-09T06:30:42,2016-03-09T18:29:38,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,10/03/2016,33.2,20.1,27,31.3,20.1,26.5,14,49.9,0,0,0,,0,0,23.4,18,103.7,1016.4,25.7,7.6,240.6,20.7,9,,2016-03-10T06:30:05,2016-03-10T18:29:44,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,11/03/2016,34.2,21,27.5,32.4,21,27.2,15.5,53.5,0,0,0,,0,0,22.3,14.6,114,1016.7,21,7.4,298.8,26,10,,2016-03-11T06:29:28,2016-03-11T18:29:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,12/03/2016,34.2,22.1,28.3,33.1,22.1,28.1,16.7,53.4,0,0,0,,0,0,23,17.9,185.2,1015.9,22.1,7.5,298.3,25.7,10,,2016-03-12T06:28:50,2016-03-12T18:29:55,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,13/03/2016,33.2,23.2,28.6,34,23.2,29.7,19,58.2,0.4,100,4.17,rain,0,0,35.3,15,243.8,1016.1,39.6,6.7,276.9,23.9,9,,2016-03-13T06:28:12,2016-03-13T18:30:01,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,14/03/2016,33.3,25,29.1,35.3,25,30.7,19.8,58.5,0,0,0,,0,0,29.5,14.6,153.3,1015.9,52.7,6.9,256.5,22.1,9,,2016-03-14T06:27:33,2016-03-14T18:30:06,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,15/03/2016,33.1,22.5,27.5,34.2,22.5,28.8,20.1,65.7,13,100,4.17,rain,0,0,44.6,24.1,189.6,1015.6,53.1,6.9,234,20.3,7,,2016-03-15T06:26:55,2016-03-15T18:30:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,16/03/2016,33.2,23.1,28,33.2,23.1,28.3,18,58.6,12.463,100,8.33,rain,0,0,21.6,16.2,188.9,1015.4,46.3,7.2,265.5,22.8,10,,2016-03-16T06:26:16,2016-03-16T18:30:16,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,17/03/2016,34.1,23.4,28.3,35.6,23.4,29.8,20,64.3,0,0,0,,0,0,25.6,17.9,142.1,1016,47.4,7.3,248.9,21.7,9,,2016-03-17T06:25:37,2016-03-17T18:30:20,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,18/03/2016,34.2,24.1,29,34.5,24.1,29.8,18.2,54.8,0,0,0,,0,0,26.3,17.8,109,1015.4,35.2,7.2,264.3,22.8,9,,2016-03-18T06:24:57,2016-03-18T18:30:25,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,19/03/2016,37.5,22.2,29.8,37.5,22.2,30,17.4,51.3,0,0,0,,0,0,24.1,14.7,172.5,1016,26.9,7,269.7,23.4,9,,2016-03-19T06:24:18,2016-03-19T18:30:29,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,20/03/2016,39,24,30.8,38.4,24,30.8,15.5,42.1,0,0,0,,0,0,23.4,13,118,1016.4,27.3,7.1,288.4,25.1,10,,2016-03-20T06:23:38,2016-03-20T18:30:33,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,42705699999,VOBL,43295099999"
bangalore,21/03/2016,35.2,25,30.1,34.4,25,30,16.2,45.6,0,0,0,,0,0,22,13.8,123.9,1015.2,32.6,7.9,277,24.1,9,,2016-03-21T06:22:58,2016-03-21T18:30:37,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,22/03/2016,34.8,25,29.8,34.1,25,30.1,17.5,50.7,0,0,0,,0,0,24.8,17.7,204,1013.7,40.1,7.6,263.1,22.7,9,,2016-03-22T06:22:19,2016-03-22T18:30:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,23/03/2016,36,24.1,30,38,24.1,30.9,18.7,53.8,0,0,0,,0,0,23.8,18.3,180.2,1013.1,41,7.7,252.8,22,8,,2016-03-23T06:21:39,2016-03-23T18:30:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,24/03/2016,34.5,24.1,29.6,33.6,24.1,29.7,15.7,46.3,0,0,0,,0,0,31.7,14.9,118.4,1016.3,30.2,7.7,289,24.9,10,,2016-03-24T06:20:59,2016-03-24T18:30:49,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,25/03/2016,34.2,22.1,28.1,32.6,22.1,27.8,15,48.6,0,0,0,,0,0,31.3,14.4,122.3,1017.7,22.3,7.7,312,27,10,,2016-03-25T06:20:19,2016-03-25T18:30:52,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,26/03/2016,34.2,21,27.8,32,21,27.1,11.9,42.2,0,0,0,,0,0,28.1,15,109.5,1017.4,10.8,8.1,316.5,27.2,10,,2016-03-26T06:19:39,2016-03-26T18:30:56,0.59,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,27/03/2016,34.1,20,27.4,31.8,20,26.7,11.1,39.1,0,0,0,,0,0,25.9,11.4,115.5,1016.5,9.2,7.9,321.3,27.8,10,,2016-03-27T06:18:59,2016-03-27T18:31:00,0.63,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,28/03/2016,34.2,20,27.3,32.6,20,26.8,14.2,49.1,0,0,0,,0,0,28.4,14.5,123.8,1016.7,11.6,8,314.8,27.2,10,,2016-03-28T06:18:19,2016-03-28T18:31:03,0.66,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,29/03/2016,33.3,21.2,27.7,32.2,21.2,27.5,17,57.1,0,0,0,,0,0,28.1,15.7,123.5,1017.1,29.4,7.3,304.5,26.3,10,,2016-03-29T06:17:40,2016-03-29T18:31:07,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,30/03/2016,33.9,22,27.8,32.9,22,27.6,16.5,53.4,0,0,0,,0,0,28.1,18,124,1017.3,23.6,8.1,285.5,24.6,10,,2016-03-30T06:17:00,2016-03-30T18:31:11,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,31/03/2016,33.2,22.3,28.1,32.1,22.3,27.8,15.9,51,0,0,0,,0,0,24.1,14.4,140.1,1016.2,23.7,7.8,296.4,25.5,10,,2016-03-31T06:16:20,2016-03-31T18:31:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
